address,in_degree,out_degree
0x0000000000000000000000000000000000000000,4,1
0xa0b83e91c62289516b20167888752e19557ed683,2,3
0xf32682d5f99ba4143532618d6f516859a055ea06,90,218
0x06fed18718975d9e178e0c0fea35c18eac794c3f,4,11
0xefa9aa1f0b80f8df420204fdf8541e3012d576fd,1,1
0x6c0fc6d1b1d09d6f4725a06c999d3a7f1d39ce1f,1,1
0xdeb257ebd3e0f2140b9bd8630d36a0af249cc4f4,1,1
0xd6619c3fdc8745c4efc0b6c0e0d1691ec9a2ec56,1,1
0x25c04ec59b4d159f53734fd0fdf415669d47eccb,1,0
0x9ca602c9ac76089e5a5c138eacb03ae1e721c2b6,1,0
0x0055d1e58cd91ef0e80ed4e89f66f2d9f1d6d9b7,1,0
0x2d1fd0d691982756ba8fd3f9290d3fd4d7a22855,1,1
0x4dff716ea8a4eb70012fedb7c9974e846ef0450b,1,1
0xec4b0f4ad7e795c38f476b90ff3cdee5c040f9da,1,0
0xb1af6aa1ae960d01ac9727521dadee8c145aace5,1,1
0xa6c7b2447eb648560e9fa5333a04028818ed3601,1,1
0x96cc5af178da3b38703ee0a72b3d0d2d70631fd4,1,1
0xe35117e4512ec9ab1e2d35551dd8f6ab74e82ab6,1,1
0xbc5055673e70ef268b26194b6c58d925e3616041,1,0
0x31e9ff01765ee59fb72fa120bd9d6c1b1dee8844,1,1
0xfb3d4e5de6a93194fdd6622de05e3b860c0c6b52,1,1
0xbab1d062df737bed1ede71ef66f056577755469f,1,1
0x1d0fc2d8a3b406c67b1db9279d878d1d33581252,1,1
0x9b53723ef104396f1f44a378a84a15067e11e166,1,1
0x9fafa03d285096f8bd75c980f22dbe68ceb9443e,1,0
0x1a4c49cd84e5de48d4a167dd804ceabd64d2dda9,1,1
0xa0754b7a37ba4f9f7961c707bdbea8ea5d669287,1,1
0xe3bb2c2774dc74cb02c8cd882ae34150fb5dae58,1,0
0xd5395907e610b385cc735b47367b4572011c57e3,1,1
0x8506e73e760f331b8f7ab86c9d4e40b35f11ddff,1,1
0xce1d448fcb80d5794747fc11933bff2672881bfe,1,1
0x8b6d357aaf989ac321adcb2a86094eb37a18f855,1,1
0xc6404f24db2f573f07f3a60758765caad198c0c3,1,1
0xadf6afa5b0ad3fed0c74db3c74a78c903fe488db,1,2
0x62dce9c8e951d48632b1d84f7a33602019f20fbd,1,1
0x0b0fdd3195865900fe0586a2dbb82a0cae243bdb,1,1
0x4c1c496c43dc31620d1cba8969fc977cf1c42b10,1,0
0xdff262bf0298810e4e4b479daa6dd3689a74098a,1,0
0x8adb73c2c39182804ac872964e0947c38135f7fe,1,0
0x9b716dfe04b00631f41add5c3d880b8e4922ac21,1,0
0xe6e0c23a41b1d21fa84ea41b9a32667c3d875070,1,1
0xc57e46c9e65c1340bc5c867e858ea5a7aa54dc74,1,0
0x4c40c64510b40face1de92a2f6495d52b0f98695,1,1
0x057e070a6b7e85e2c5cf18a26c767d737931e7ce,1,0
0x293fce268ca6f3708d1bd86a34e49de260592ef1,1,1
0xfcac8d500afa7454b4ed9610c99b5976eaf9ff77,1,1
0x93f6272c6c01dcb4cf7acddd3d3e7f44ea1d2977,1,1
0xd24c941f5edbe451395544658c0df6df056c6ad0,1,1
0xa49006ee64b9cd689088d991f6bdedc7ea866dcb,1,1
0x56b56c35500e58bc83b312f79f02251f5242fc77,1,1
0xa849c67a0bcc281c26975ef9e6e7a73388be0f65,2,1
0xfd71d217a5a94f4f8cd5f6cb0a708126cd626b26,1,1
0x07f15485a385cb91331ffb27858da39ffdb667ff,1,0
0xa33eceaf3e42fd9f946a10237378e60b36af60fd,1,2
0x4ab49bd9f1a3a162d49e48c81dca41dfa8d0163a,1,0
0x1398bd0e6f24f16ab623510fe11f83c5f275dbec,1,1
0xe397e2f81fe17d338ff3aed28ca252e5f9680fa7,1,0
0xed1a543c8411981db030fb740bdf37acf4c9f188,1,1
0x495066bdc4346da31823083763dc0afd358a44b8,1,1
0x20519479aecf40c6e048203a150f5aa914ad2a60,1,1
0x35064b5b21697dca44972bdec7b2adf45102fb79,1,0
0x2bb33c3102205d909055399d5dc784136cd7328d,1,0
0xc37854375710c30d5502d532ee06499c044c4bcd,1,1
0x546326f7f90d1f9fcd558414bbd07aef9af2a114,1,1
0x8d1da4f93c95da0c66cfd21773d6d01504a09124,1,1
0x2c44955fde89d56aa4258c114a0b7ad00d2fc827,1,1
0xc49f120525e24e2c495bebeb14e5d0600beae42a,1,0
0x04e638fb781fe9b9179333c2201c5b6914da1a28,1,1
0xf8df6c8def724b0ee0adcb709b8d924f511616ee,1,1
0xcde62db316303312a55f6c2aa6f6f7b924ac18d4,1,1
0xda1001941bcb25693a48a62deb2d971fecae8305,1,1
0x86ccf0491ff9cb7dee93b5061a946ec714407fb8,2,2
0xb15391eacce8c40a0e3cb97556ff1a0377a6b2b7,1,0
0x44c2dd7a05cd4ac15a97e769748e05e7598ec082,1,0
0xe81413b4e1dbb71793a2159127e91814b743803e,1,1
0x2455baf27fba3ed94286dbb0691398aacaf03811,1,1
0xd51775e48e6854e9f65e1ab5443ea3f7a4716ff8,1,1
0x3908065422c829f32c2fcded83377717a7ce9314,1,1
0x4a763c324a1faf0c294c5493106752304abfb5b1,1,0
0x42340dd22083988509e53b000d935ce393d9920b,1,1
0x6446afb003e8f24be24babdceca89ad944b294e4,1,1
0x669e66109eaf970c962bcad052fef29016a46aa1,1,1
0x33c2a64713222fa8c9dee0ff1b66a6cee653f6ed,1,1
0x2f9c2e74732373ad3c58077ce865dd01f89516fc,1,1
0x52e3729ccbd7b9af95075eabae64fadd81f29ba0,2,1
0xcc4b406a67eefbfd90cc758a76abd780398b0b42,1,1
0x1bcb94a1d12064c50a7296fbd762cc86e4cf9f73,2,1
0xde63c3ab7f58dc5611f64b2aebe1b471b798af36,1,1
0xc45def7fe61191678e0cedff0648bed4e3aef586,1,1
0xf6f09f82ff1b416f84dd0bf9acbd0515d05e5f4f,1,3
0xf80e20688b4043e4e11ae404494b67f36469223b,1,0
0x06d736403c38684c367812e33fd5df0cc7f1b1e3,1,1
0x8005c62a766e66795b5de4a18266e8e3fbada3f9,1,1
0x1a04e66dff3182677753845e8662b2004a981213,1,1
0xacd0b2b5b77fa448d38227f1ccef52f4b1c83ddf,1,1
0xe1f4f5ae84e2d01a61478a9d3b149558035da875,1,0
0x9cb580bfbc94856bcb41b567cc3228f6c24e86bc,1,1
0xf6dbbf619c2a3b6de9d5215e026cd55cf0f4d292,1,1
0x480c6e509c42d320a48be164ebb89283563e3302,1,1
0x8e0b2d6b1472e27a67403d0ff51b7c6648eb359f,1,0
0xe94b4f5653a047903770ec3bb955668fe0e7a391,1,1
0xce4837d473590aabf2778d456c05a4e7f767f56a,1,0
0x1e63befb810bdda624f2e4ca18d4d2e52b666e92,1,1
0x05cdb10a43b289073f1a871dc121981c64207ccc,1,1
0x3ac82a251934d4c62aa6be36be6f3b8ff7959e5c,1,1
0xf7b64b214e37e64f26da754a18b7a3039a22d2c7,1,1
0xb5e78f6dddbfca1b2e6a35f7f9b8c3cf9a47a5c7,1,1
0x17e0f77415c38b3875bf059eaf1cba76538905d2,2,1
0x978b1e2cd793d5389db72527d4368df45f36fcbc,1,1
0x5e878bd819fa12c3900483fab96008f5dbd77b90,1,2
0x0398092a3c102a4559acd5df8fede76842a55ebb,1,0
0x010d409811ef495aac1f4e5b5a09bb093ab25519,4,0
0xb111aac0cf0cbea836e600b7c18a31ad32447589,2,1
0x3ffbe4f9ad223b3c3a00e881984b5d5750b9775f,1,1
0x1422486242bd338aedc1248a20142786d585874c,1,1
0x1e8835047cb834e87704109d3daff78ccd2be40c,1,1
0x1e5ecea2ac829b56c79ea3c748b0cb4828b9553e,1,0
0x5753a70b44848dde5b9478d2fc33e911add1976c,1,1
0x64906debedd1c82136f8e5f825bcd9a364dfd93c,1,1
0xdf32d70e4baef70ffd70b69dfd7ad0109c65a690,1,1
0xe37e6b49a455daa232b36e2864ed74594704202e,1,1
0xa59c6775aa36726d353f815df998e5385524bfff,1,1
0x968ab9731bb35c5a1bc601eaf135619d139ecfd5,1,1
0x2f05d94c6d16ec7562169387415b6c480b1ac212,2,0
0xb7a883569c1d1aafffdbdab06fe9616ce738a227,1,0
0xe8b19b92b9634a391b7857d6a47a9afafe6b2a0d,1,1
0x0f76f4ad3d6a63fd024091749c42523dfe74f1bf,1,0
0x79856319271bada6c69988fbf54ca02a5584672b,1,1
0xbb54a96d894c5d3f342e1e605f2af955b28fa003,1,3
0x0aa602857bf7d8e2e9ed5f7ef1e5ac13444f754b,1,1
0x7e2ae23c15b98745385c2cf82aa9f9105b1c6d6a,1,1
0xcf8449dd9b5c7dff0bdb518b185f6ed688c04fbe,1,1
0x7c397c25306b73504d31a1592c43605bf51aad24,1,1
0xfc4d306a0374497422d7e5f24582986655007996,1,0
0xd774afe66646dcdc1fdecbb24a341049a8bda4a7,1,1
0x46345c55b4a3f34b4e4a4c9c261d922806ddba97,1,1
0xcf6fc74a0ffb25a93cf4aae5a26cf2c32adaa763,1,1
0xd1eb1d9d0493f3c643f2b49f430a734ad149df28,1,1
0x1174a80a03b55ccc99b3eb4ffb0d6edc59a39805,2,1
0xba30ea8d55de7a43862b23e09a57ac89a8bbe41a,1,1
0x4042c142c1d352740d40fa352886efa0df2dd75d,1,1
0x51b7e1616b9d86fa260831877f74d89e3731606b,1,0
0xec26ce07ac23e79dacb0cdd1bed9f4e424b215cd,2,0
0x4b587113d591418998c1254d25c9100f8ded84a2,1,1
0x4039604160fe194dcf97fd9e842f89e965fa640a,1,0
0xe8ebbd5e177c02fac5c1626f9d57e84d15e6196a,1,0
0x4ffe4311d1bc9d15862be75e2df8fc49a9bf1392,1,1
0x69d98bcfd65fa69f19b14c32fbdabbaafbd57f96,1,0
0x32b921ffec7cc60aca13f83f11732084eddc0a9d,1,1
0xe15d368c93940f11cd5894046e33c4ee778c5d68,1,1
0x89e1c005f0f495623e5ca2de69e2613a9750d6f4,1,0
0xd4e690b5dd199b64dea5b8fc08fc79a7f2cf7e76,1,0
0x95e02bffa66aa6b82c7f676b3dfe72a6a5a6d323,2,2
0x184d722738a34e727ba1e44c520861761d0f8fe5,1,1
0xbbf08abe100499c3e7c8b86e08c69c1fb2f6667a,1,1
0xb2ef019244176eadf3e6c089159e723d0bc8cb47,1,1
0xa2d731653a2c0bb07720decdf07ff53f2e7581c1,1,0
0xc900e727a5327a719d5e4f7a54d068ffa278cede,1,1
0x93963c32d0f4d25bedd90191c24673bfcb346ba5,1,1
0xde139b9986c48dee611c74a9331f5cb6f66fdb5a,1,1
0x718f8cfb9c459f0f8156eae852bced1b454e7d8d,1,0
0xb31763897d4ea872a1506c175065d963b60b5673,2,0
0xa8a88765bc4aac1cd51e40dcd259d0a8f5c420d7,2,2
0xfdc34f61ccc6e5cbf8d168614ab29bae624085c9,1,3
0xb033106df5bb71a3b74f2e4651a5fb2111f2bdd6,1,1
0x2775e2323f562d9496a70f812c857dce1e9c6644,1,0
0xac51696b305b0a0d964262489cddedfa5f98b48f,1,1
0xdaf127e3cdcd13a893f3ac5dfc2ca8426aa9f96e,1,1
0x28f08f941a399814504372b75abe66a80a1172c4,1,1
0xacd3c6695fc26a52a4930af910740aa35480937d,1,1
0x42426bc3935cd4def70935c9aaf6a20e741ce968,1,0
0xba46fda3f5135533504f8d124a5f2fbb5f64143e,1,1
0x910e5cb59c7b056fe1b239286837adaf0f361769,1,1
0x3adaa85a40dabfcd4d0c40868b6cb3ad7cc82267,1,1
0x8a7aa211f238b05b42a3c684baae0fdfb5215dd1,1,1
0xc9504f6f582ae4a3513620757bc30ebcbb3e9ec8,1,1
0x1c059f41df9f0f4bef616ade955a827c075ff1b4,1,0
0x48f630380937f1b6702fdc6dcdf261e84d77fdb3,1,0
0xa82fde77436348ac322b598168df3d29402b9a0c,1,0
0x7ee13b84900a0f0706fa639da8a14daf79ae12d1,1,1
0x7ea173f290db37295021f21e9fb08d6e5b8474f6,1,0
0xf0eb401cbd2c1ac4e09d4292c6399fe1a4110bcd,1,0
0xacfa549f066226693a097a57c4ba9cb8dc755100,2,2
0x69f1d1a308e6cbf299468c87575cce870c0e867f,1,1
0xa967f520567072497c444478dc8dcd0490363c31,1,1
0xe65f12293d2c2283b4dff57d467fd993b9830158,1,1
0xa34c35456071624a8843653630569237c2ad905f,1,1
0x87e61738588dcb706a2d4730fe76d29dffce3949,1,1
0x947eec2667bd62689b9b0f09d911900449139e79,1,0
0x08bda5a8904d3b60f804becda6f553192def685e,1,1
0x14e65e3340c039a07c68838a65f67da30a34f1ac,1,1
0xe0d64a6677d0ee9b0386068f4f315ea36bf429f3,1,1
0x51ab59b6ce05f520de211c9cb9e86d9b36510988,1,1
0x8abebfd22e4436b7a915b604b05513b1d949f9c2,1,2
0xe645dabcc88a9a6ad9329f34081ef5ba8a616826,1,1
0xb6c0859e7353b90d0883cc93f67cb954d4fcd394,1,1
0x2e1946896a3ade065974b31afb26c2b52308be0a,1,0
0x960073a12c6cfde252a5c36a9afccb5d4849d2ca,1,1
0x007bb0518b03f1a8c00e9bb545640800d1e91444,1,1
0xba777b3659b73e4e04a51bdd1591924e0c40ce2e,1,1
0xc5cf279f4d83f6f45119cacce48b496c1a85ea1b,1,1
0x1c68782a11e56a51b5ed87b95efd2f4442b36e5f,1,1
0xf37cb8e841f870dc4ea7e948f2200e7f094b58d6,2,3
0x080f8d1aebbaeaa1a82359253e1a66666be07c36,1,0
0x53208bf374e1a96dd51bff9fff74cf28ef910139,1,1
0x8f79f9cc9b9bdb24e4292d05229475a934cb2a58,1,1
0x893716db1dfb01d76a4e018fa4b1a110424b6d5b,1,1
0xebbcfae47b01710e77594df3f929f482cb1f18df,1,1
0x3b2991bacb4e05e09c4f610064adae6c353ac56c,1,0
0x772e9eb2f27bd523b2ba6560b82578d2e1b18ec0,1,1
0x9ecb4feae7cb33e01e57bfec08afe083710a9e4e,1,1
0x7adedbcd3e763b4dd1c8071955778fe607c3ed43,1,1
0x7052cd2c58e40aef2b4c787929e271207e64bab5,1,0
0x8c1c703acfa48947053b13cac02df1265464dba8,1,0
0x5a12fe8178c014ea2a5cf5b2fb519e3246f0d792,1,1
0x6201b8a3a6f99366f7363b28fca06189ede5d26b,1,1
0x92dca2a26208ba2ca2cb0dcf323c15ce1351db46,1,1
0xb0485c670b9463531d7731ff282976b546b631b7,1,3
0x3da452fd6947bea2735c5eaea04f1c22587cb5b2,2,10
0xdc892c3a3b400376f0f0901211511648900437f3,1,1
0x2c4ead164109b311dc34e4ba251869f56594b8f0,1,0
0xb3d8ee4179e11ded27e39cbe053b415186abd8e1,1,1
0x542220e43c347777cf86f6c559f50e3baa79512c,1,0
0x0aa705020ff78fd59208ae784601a3739d48e020,1,1
0xf0d17f882bf6f81b792fa4169f35e8039f549f14,1,0
0xc5bf8e8f23016b3ba7afe7731c3e3b9a231c93de,1,0
0xaf07801f948dde274b1a871f5540f6d6dfd9f9ac,1,1
0xbe00e487f23bdc50bfdfe23e2e075d9b401d7699,1,1
0xbf81515e30fad7f423f15630d1d45df935718e2c,1,1
0x9a9ebd4c0f09bc22530f473fef4f7e0e852c35d5,1,2
0x2eda0de065abaeea4e15aab5822a6f4694679acc,1,1
0x4a58e83ee0551ee52546232ed0dbd88075c8382d,1,1
0x26e4ad5c36be67d03bf22af3a397df2ff4b4a2d0,1,0
0xa3d06b0da5ec9e953b442a36d5f613cd5a3650fc,1,1
0xd3ba701f804c6ebd2ca9993d529191dde232be8a,1,1
0x3c60c541dfcd39a26facf74fe61ec60475a45a8e,1,0
0xacfd3e68d99a325bcca5d79518b0d59c24fe83b8,1,0
0xa0d92ac204111fa521506bff143b12b499382c7c,1,1
0xc6cbe1a4458eff6d1e8ecf0a25161467761fe9e6,1,1
0x9dd9afffa352786453583b8db0087384766fda78,1,0
0x9703c729d8c406a0a0869538f738ae86cef7f609,1,1
0x072b6f18349e39b0ecd04abf6606602f47da1a0d,1,1
0xaffb9b97b99dba9db32afdc91f2b1371464a7ba7,1,1
0x39c44303c08b14bd0f91e9b2584e2891b5a34719,1,1
0xa7b1da26285389d8bb2d73aa4566c91dee4bc131,1,2
0x9c32702e05a52cd56d152e447612417c225f3b07,1,0
0x8fb0dd8bdd80ea8f26fbe4a0bfbf71fe6e3bd818,1,2
0x882fbb4878dad74ab3b3ad21623e9dd9c544dd8f,1,0
0x78af9aa8a266e6629f8d152212a8fe00ab2d8606,1,1
0x5a97f1fdc5720785c5f7c8206de3cc3135b758b1,1,0
0xb541baae47d69cc3032d123be547a75bf8c363c1,2,2
0x850c729125e1213d0633f646266e63877c7fadf5,1,1
0xe843f308bb781a32a86039bd561a204816a31a09,1,0
0x7092f2e5d4bc1ca4494d64f2d8b9dd9726839218,1,0
0xe6ba95d8773339dd42979d362559c426209064a8,1,1
0x16c586e438af14442b810642e04106ae3ec6afab,1,1
0x77134a47d13f6f5c43a30e85f24dbd8e5c49751d,1,0
0xbdfaf47dde98f6e7f82886c7296c418b3da07d29,1,1
0xee0126aae7d26f88ce525fea406b537e8a64e577,4,2
0x6d8dc38d2480b656959475e471b74c862aeae208,1,1
0xefed902b13df1b3b248e4ecc6e6feef11204cc8d,1,1
0xb7b1c10df6fc0d34b0d544f97176a5c8bd9b2824,1,2
0x97b0d11daa907adf8221ded595a4e995d912e7f4,1,1
0x0fcbc6ed66ac16ddf00cad5fd8dc7ce102c96379,1,1
0xe6d3fb1b7f2db17c34d4bb232c0830ba36178086,1,1
0x116d132238864d48489e884c255c47db34092b74,1,0
0xe920d28483dae2d7d66d74ea18c47472f7a72f9a,1,0
0x1e1148cd796ded55dc541e5210298ba92dd31dcb,4,1
0xf94f4b5584b1e01336685571e8fa6742f03f5cdc,1,1
0x347cf668421daf1383036aede470b11af5fbd034,1,1
0x95cffd2b2f5e59403d16b131c5b8504c279db3f3,1,1
0xf68b1c68c2a6888161ce2b93bcf9659653a464db,1,1
0xa859daa59f2a400ac6e805849ff34268d9b38720,1,1
0x51bc5484bef1653fb2fc837d1cdf056c5fa33712,1,1
0x894e729d8bb64f7673a84db21790d491845ccdf1,1,1
0x5e42454cae2dec744ff8605c998213b393e49f56,1,1
0x95ed84a2236861f56ab2ccf0a7038a226410cfa8,1,1
0x13b0033b2a583e7e7c14789d12e5e75d00e25caa,1,1
0x5326034751a5f9bcc87a47b10a65a9ae0f568851,2,3
0x735398a1f82bb6790498ec27b86e11e7defe1eb1,1,0
0xddd13c47f44b0010c924976b27683b16f0dab14d,1,1
0xe1e9d043b273176185112d3abd087de2d5fa4b95,1,1
0xc50ad2abfa1dc95bd7b5a0a7a2caa06e995c9bdf,1,1
0x5b7b1518fd0208155a73817674ac577736852d96,1,1
0x2b51e3137f7e4650a3a0b3582f1b68276b782351,1,1
0x81c0d737d52b2cd13932d81e061a1c80797336f9,1,1
0x7337c0a83661b4c098343a0cadba677d2c199c31,1,1
0xbda5743d25a9f067228d84a4a31ae273c8f7446f,1,1
0xd7e86ed9f5a753fb91ed1d1920358ed3575ad3b6,1,1
0x59c97b565f1a57d44e0457a98325f8196b59ecad,1,1
0xf27c5ca948201cf19df13212b9989bbf44ddc572,1,1
0x717c021d0aa8d101c46fec83b93c2964a95d3755,1,1
0xeb056e41f7b6ad8abdb79a868e53d7e4ccbfd32f,1,1
0xbd86d0ad7ad6f70dcd26631d06af8d90ac26227f,4,2
0x282c623b7a15f4c99a619a8e2e9bff67ac1d8b80,1,0
0xf13a33e22c873912a7da420b27275448284ebd42,1,1
0xb05e3b1b777868bf6f0180626b2b4f45fece556c,1,0
0x26a4a3adf5be3126ea805665a62ff88a085351fc,1,0
0x9de2ba4b8153142245352d48e64ec24c7cf64e44,1,1
0xac7bfd3bb2b53e3191bb5bfdd62adcf330c2df03,1,1
0x55bc9669d55e2de79daef8e1addd82d05b74fd9f,1,1
0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,1,0
0x74dec05e5b894b0efec69cdf6316971802a2f9a1,416,880
0x58b4846ae4dae37ef6453ed0beb6b6b861c7e0b0,1,1
0xdf34740856a354192c1654ffaad7bdb25c331e89,1,0
0xc8b5bba4cbcc47b1d7f1b1caa6f8f60ccc43c45e,1,1
0xf6b33cd3fc3b7a4c3498a657728d6686bdc7230d,1,0
0xe153ab2013e7df9569b2c1fb9300a5d94266bf29,1,1
0xf168124ad515ebce061e5346874667717fd13f9a,1,1
0x6ea0bfc9cf91340b88cd6a7dcdf505c52b4a438d,1,0
0x2fbc3ef1906d098cbb34fca099095f9788570327,2,5
0x5a9565c93ce16be8e4a43a8990733218b0ca220e,1,0
0xf16327f49ef3bfdc26e2680af49f2f527216a083,1,1
0x625533ba8c4a32542710537eca38cbe3b83d5852,1,0
0xfe9fb45b58e955a1ca155fa8574db2575e84fd69,2,0
0x59a5208b32e627891c389ebafc644145224006e8,2,59
0x0e3167da5e6b3f844e7a21e9c3d118b68c981a41,1,0
0x06a9df6e19556e8ea5dced28b30d596f87a3f3ce,1,1
0xeed626a0350e953aeefa7b387474ca9a8b88d0e5,1,1
0x0623fc6346ceb39a2a85c7115065c9222464d294,1,1
0x2ceba99d6fe94bf65913745273f36b3cc2a61d0e,1,1
0x1f5223120d62a92ebb2976d2f01b79151dd9efc3,1,1
0xa12431d0b9db640034b0cdfceef9cce161e62be4,27,2
0x7d755a9c7917a9fd5bd2512506e76628ece612cb,1,1
0xbd1787b53967367e28c0701e4d56db442aab0cbb,1,1
0xaeb40e5cb4a532656e30a49eefa65250701c6f69,1,1
0xf0447918dddb214216078383d33d16d8f954ec72,1,1
0x701386af6fa56e45f58f0adef76d9393d4b9acc9,1,1
0x21b00de87fa333fa0ca4aee3b23bf0489f426220,2,2
0x8fff1c7a2a681bc2524d0d183a3a523436a6b339,29,38
0x29d89758be51a71f9f70e3d7beda0153f620ef8e,1,1
0xe131ca2f09c1283903f8962ea08736c05be56d9c,1,1
0x6c380fbd58fd5a46e710626ad1ce9346fe81a63a,1,1
0x09afceb0a0544919022b486c7dd3507ce82c5112,1,1
0x08db9e7336a37a3f0ac25fb26755631d5aeaac00,1,1
0x192bfb90230df319620c255d095ecca0c223a279,1,0
0x66f584ce50eb0cb8302d0bdf9c04185e33e9487d,1,0
0x406cbfc2d391bed42078138165465128b4e0cb06,2,2
0xc2599ebe1944a26188ebb1e469f0dedfd83b188e,1,1
0x28df38b94850b7c1e01726dc1200a6f9a7964355,1,1
0x59f1e431afeaf1aebe5c1dc45edaeda56af30065,1,1
0x8c9abb2514f0fc95610733a0c4eb23194fe05206,1,1
0x9ecb52f05c455d0e48b71157ee338ab2fcc2a249,1,1
0x600ced30543a83b168af46601f8c459d52038a85,1,1
0x1b3175cb24346d214e9b6671f126ff4e3db3b692,1,1
0xf772e5346997847ce8eaf7447c2f39182fbe1520,1,0
0x45de68bf7f484525b3fc2910fe46b53af7bc0cf8,1,1
0x1f1875d89ba6aa0a5e634385b70b3ddb8fc8cc15,1,1
0x418740e19536785a1fa344fbde300114e65cd301,1,3
0xb13127c3fb570126ec66465bd376aa88c56f4cd8,1,0
0x7487ed05aa4c93f4a84ab4e438a6008bbc00c6d0,1,1
0x389863d378c25d1ecef6ad6e93535015f0b5fd03,1,0
0x630875c9c07edf2ebd53204149a560bfc3a4f972,1,1
0x98686081aaf307975fa7b8ec6bd964169f725fe0,1,1
0x18855729a9d350ce47005fd94e070fe349500b02,1,1
0x68368fdd91b7a92295dd97dff17416006ccf9a3d,3,4
0x87f405d3e8c48e9a9622b78e78c7342f84b76c20,2,2
0xeca5cfaaf634b9abe1d2160370b4f8c7972bc702,1,1
0x6f448878bcb39743041b229e1740bad3e67b74a9,1,0
0xf1c07ff22fe4a39fa7a5bf52d099f3045e806a41,1,0
0x36538b1f58d55e656263df559384bbd6b8aeeb56,1,1
0x92d2b517316497be300095ae6cdeff9a930250e7,1,2
0x744f25650af7cd016df7221bd07647ca25dfc2f3,126,147
0x46ab3bb8e34e2620104d7508573a83e733ab639d,1,1
0x3630cd20d378756c7a002ca6feca6f27d32a0c1d,1,1
0xaa05751354b80dedbd6a29220e64376759aa99b7,3,1
0xc04243fa2b192ae199ddff94cdb6b1418867dd92,1,0
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,1,0
0xbd0e2a92771383fc95dddd49cc3892a4dc4f5de3,1,0
0x93962430ec66605939b9a396ab4ba1c7434cb0a2,1,1
0x250de0d97d17cabf587dac52cff479a45891342c,1,0
0x629372dd1711ec0d45074fb0dd740a96a33ccfc7,1,2
0x8f135ef702b18b35c182b4f121f05aab21838a50,1,1
0x187efb9b77a1a73d482ece049b4aa4db07a2bc08,1,1
0x1c481b6caf08e7749b1c151d5c03c417f7861622,1,1
0xcdbf58a9a9b54a2c43800c50c7192946de858321,1,0
0xcf5a8edf4f1d538d085ccf7b23575a63096e74ee,1,0
0xbadffcb79efe57e954fd79621b29b0c2dc170171,2,2
0xc085e9487940b769cc30d7dc34048cddfc0eca30,1,0
0x72d3dd9b5a1c2771543365354e2b6713c6e28bee,1,1
0xea606aa88ad25e464df413c860703d23d60ab53a,1,1
0xa50d1b7266045a7796abaf79f343e80c91dcf3cd,1,0
